id,name_en,name_zh,category_id,cost,fling_power,fling_effect_id,description
1147,tin-of-beans,豆子罐头,51,400,80.0,,"在露营营地制作料理时会使用的
一种食材。放进料理里一起煮，
豆子的那种香甜就会散发出来。"
1148,bread,吐司面包,51,150,10.0,,"在露营营地制作料理时会使用的
一种食材。同时也是用于吸干盘中
最后一滴咖喱的秘密武器。"
1149,pasta,通心粉,51,150,10.0,,"在露营营地制作料理时会使用的
一种食材。是由小麦粉揉制的面条。
搭配咖喱出乎意料地美味。"
1150,mixed-mushrooms,袋装蕈菇,51,400,10.0,,"在露营营地制作料理时会使用的
一种食材。各种菌菇混在一起的嚼劲
会为口感带来变化。"
1151,smoke-poke-tail,烟熏尾巴,51,2200,10.0,,"在露营营地制作料理时会使用的
一种食材。宝可梦呆呆兽的尾巴
就算断掉也会很快长出新的。"
1152,large-leek,粗枝大葱,51,2200,20.0,,"在露营营地制作料理时会使用的
一种食材。不知是不是宝可梦
大葱鸭最爱的那种植物的茎。"
1153,fancy-apple,特选苹果,51,2200,20.0,,"在露营营地制作料理时会使用的
一种食材。历经千挑万选的苹果
不仅形状饱满，表皮更是亮泽鲜艳。"
1154,brittle-bones,细骨,51,950,30.0,,"在露营营地制作料理时会使用的
一种食材。将骨头精心熬煮而得的
一丝浓缩的精华加深了料理的美味。"
1155,pack-of-potatoes,袋装土豆,51,400,10.0,,"在露营营地制作料理时会使用的
一种食材。土豆能中和辣味，
使整道料理的滋味变得柔和。"
1156,pungent-root,水边香草,51,950,10.0,,"在露营营地制作料理时会使用的
一种食材。将信手摘取的香草
点缀在上面，使料理更加色香味俱全。"
1157,salad-mix,袋装蔬菜,51,400,10.0,,"在露营营地制作料理时会使用的
一种食材。将各种蔬菜搭配到一起，
看上去就非常有益健康。"
1158,fried-food,炸物拼盘,51,150,10.0,,"在露营营地制作料理时会使用的
一种食材。炸完出锅后
放置了一段时间，所以稍稍有些油腻。"
1159,boiled-egg,水煮蛋,51,2200,20.0,,"在露营营地制作料理时会使用的
一种食材。只需一个水煮蛋，
整道料理的水准都能得到升华。"
1160,camping-gear,露营组合,21,0,,,"可以在旷野地带
或露营营地上搭起帐篷，
在那里制作料理。"
1161,rusted-sword,腐朽的剑,18,0,,,"据说很久以前，英雄就是
拿着这把剑驱走了灾厄。
而现在早已变得锈迹斑斑。"
1162,rusted-shield,腐朽的盾,18,0,,,"据说很久以前，英雄就是
拿着这面盾驱走了灾厄。
而现在早已变得锈迹斑斑。"
1163,fossilized-bird,化石鸟,35,5000,100.0,,"远古时代的宝可梦化石残片。
它曾翱翔于天空，
本来面目至今仍是未解之谜。"
1164,fossilized-fish,化石鱼,35,5000,100.0,,"远古时代的宝可梦化石残片。
它曾栖息于大海，
本来面目至今仍是未解之谜。"
1165,fossilized-drake,化石龙,35,5000,100.0,,"远古时代的宝可梦化石残片。
它曾栖息于陆地，
本来面目至今仍是未解之谜。"
1166,fossilized-dino,化石海兽,35,5000,100.0,,"远古时代的宝可梦化石残片。
它曾栖息于大海，
本来面目至今仍是未解之谜。"
1167,strawberry-sweet,草莓糖饰,10,500,10.0,,"草莓形状的工艺糖果。
让小仙奶携带的话，
会高兴地转圈圈。"
1168,love-sweet,爱心糖饰,10,500,10.0,,"爱心形状的工艺糖果。
让小仙奶携带的话，
会高兴地转圈圈。"
1169,berry-sweet,野莓糖饰,10,500,10.0,,"浆果形状的工艺糖果。
让小仙奶携带的话，
会高兴地转圈圈。"
1170,clover-sweet,幸运草糖饰,10,500,10.0,,"四叶草形状的工艺糖果。
让小仙奶携带的话，
会高兴地转圈圈。"
1171,flower-sweet,花朵糖饰,10,500,10.0,,"花朵形状的工艺糖果。
让小仙奶携带的话，
会高兴地转圈圈。"
1172,star-sweet,星星糖饰,10,500,10.0,,"星星形状的工艺糖果。
让小仙奶携带的话，
会高兴地转圈圈。"
1173,ribbon-sweet,蝴蝶结糖饰,10,500,10.0,,"蝴蝶结形状的工艺糖果。
让小仙奶携带的话，
会高兴地转圈圈。"
1174,sweet-apple,甜甜苹果,10,2200,30.0,,"这种神奇的苹果
可以使特定的宝可梦进化。
吃起来非常甜美。"
1175,tart-apple,酸酸苹果,10,2200,30.0,,"这种神奇的苹果
可以使特定的宝可梦进化。
吃起来酸酸的。"
1176,throat-spray,爽喉喷雾,12,4000,30.0,,"使用声音相关的招式时，
特攻会提高。"
1177,eject-pack,避难背包,12,4000,50.0,,"当携带它的宝可梦能力下降时，
同行宝可梦就会自动替换上场。"
1178,heavy-duty-boots,厚底靴,12,4000,80.0,,不受脚下陷阱等的影响。
1179,blunder-policy,打空保险,12,4000,80.0,,"招式因命中率影响而落空时，
速度会大幅提高。"
1180,room-service,客房服务,12,4000,100.0,,"让宝可梦携带后，
在戏法空间使用时，
速度会下降。"
1181,utility-umbrella,万能伞,12,4000,60.0,,"携带它的宝可梦
在下雨或日照很强时，
不会受到天气的影响。"
1182,exp-candy-xs,经验糖果ＸＳ,26,20,30.0,,"充满能量的糖果。
交给１只宝可梦后，
可以为它增加一点点经验值。"
1183,exp-candy-s,经验糖果Ｓ,26,240,30.0,,"充满能量的糖果。
交给１只宝可梦后，
可以为它增加少许经验值。"
1184,exp-candy-m,经验糖果Ｍ,26,1000,30.0,,"充满能量的糖果。
交给１只宝可梦后，
可以为它增加经验值。"
1185,exp-candy-l,经验糖果Ｌ,26,3000,30.0,,"充满能量的糖果。
交给１只宝可梦后，
可以为它增加许多经验值。"
1186,exp-candy-xl,经验糖果ＸＬ,26,10000,30.0,,"充满能量的糖果。
交给１只宝可梦后，
可以为它增加大量经验值。"
1187,dynamax-candy,极巨糖果,26,0,30.0,,"充满能量的糖果。
给予宝可梦后，极巨化等级能够提高１。
当极巨化等级提高时，ＨＰ会增加。"
1188,tr00,招式记录００,37,4000,10.0,,"激烈地跳起战舞提高气势。
大幅提高自己的攻击。"
1189,tr01,招式记录０１,37,6000,85.0,,"用整个身体
压住对手进行攻击。
有时会让对手陷入麻痹状态。"
1190,tr02,招式记录０２,37,10000,90.0,,"向对手发射烈焰进行攻击。
有时会让对手陷入灼伤状态。"
1191,tr03,招式记录０３,37,16000,110.0,,"向对手猛烈地
喷射大量水流进行攻击。"
1192,tr04,招式记录０４,37,10000,90.0,,"利用大浪
攻击自己周围所有的宝可梦。"
1193,tr05,招式记录０５,37,10000,90.0,,"向对手发射冰冻光束进行攻击。
有时会让对手陷入冰冻状态。"
1194,tr06,招式记录０６,37,16000,110.0,,"将猛烈的暴风雪
刮向对手进行攻击。
有时会让对手陷入冰冻状态。"
1195,tr07,招式记录０７,37,6000,10.0,,"用力踢对手的脚，
使其摔倒进行攻击。
对手越重，威力越大。"
1196,tr08,招式记录０８,37,10000,90.0,,"向对手发出强力电击进行攻击。
有时会让对手陷入麻痹状态。"
1197,tr09,招式记录０９,37,16000,110.0,,"向对手劈下暴雷进行攻击。
有时会让对手陷入麻痹状态。"
1198,tr10,招式记录１０,37,16000,100.0,,"利用地震的冲击，
攻击自己周围所有的宝可梦。"
1199,tr11,招式记录１１,37,10000,90.0,,"向对手发送强大的念力进行攻击。
有时会降低对手的特防。"
1200,tr12,招式记录１２,37,4000,10.0,,"让身体放松变得轻盈，
以便高速移动。
大幅提高自己的速度。"
1201,tr13,招式记录１３,37,2000,10.0,,"深深地吸口气，集中精神。
自己的攻击会变得
容易击中要害。"
1202,tr14,招式记录１４,37,2000,10.0,,"挥动手指刺激自己的大脑，
从所有的招式中
任意使出１个。"
1203,tr15,招式记录１５,37,16000,110.0,,"用大字形状的火焰烧尽对手。
有时会让对手陷入灼伤状态。"
1204,tr16,招式记录１６,37,6000,80.0,,"以惊人的气势扑向对手。
有时会使对手畏缩。"
1205,tr17,招式记录１７,37,4000,10.0,,"将头脑清空，
瞬间忘记某事，
从而大幅提高自己的特防。"
1206,tr18,招式记录１８,37,6000,80.0,,"吸取血液攻击对手。
可以回复给予对手伤害的一半ＨＰ。"
1207,tr19,招式记录１９,37,4000,80.0,,"用３种光线进行攻击。
有时会让对手陷入
麻痹、灼伤或冰冻的状态。"
1208,tr20,招式记录２０,37,6000,10.0,,"削减少许自己的ＨＰ，
制造分身。
分身将成为自己的替身。"
1209,tr21,招式记录２１,37,4000,10.0,,"竭尽全力进行攻击。
自己的ＨＰ越少，
招式的威力越大。"
1210,tr22,招式记录２２,37,10000,90.0,,"用污泥投掷对手进行攻击。
有时会让对手陷入中毒状态。"
1211,tr23,招式记录２３,37,4000,10.0,,"在对手的脚下扔撒菱。
对替换出场的
对手的宝可梦给予伤害。"
1212,tr24,招式记录２４,37,16000,120.0,,"在２～３回合内，
乱打一气地进行攻击。
大闹一番后自己会陷入混乱。"
1213,tr25,招式记录２５,37,6000,80.0,,"将神奇的念波实体化攻击对手。
给予物理伤害。"
1214,tr26,招式记录２６,37,2000,10.0,,"即使受到攻击，
也至少会留下１ＨＰ。
连续使出则容易失败。"
1215,tr27,招式记录２７,37,4000,10.0,,"从自己已学会的招式中
任意使出１个。
只能在自己睡觉时使用。"
1216,tr28,招式记录２８,37,16000,120.0,,"用坚硬且华丽的角狠狠地
刺入对手进行攻击。"
1217,tr29,招式记录２９,37,4000,10.0,,"和后备宝可梦进行替换。
换上的宝可梦
能直接继承其能力的变化。"
1218,tr30,招式记录３０,37,4000,10.0,,"让对手接受再来一次，
连续３次使出最后使用的招式。"
1219,tr31,招式记录３１,37,10000,100.0,,"使用坚硬的尾巴
摔打对手进行攻击。
有时会降低对手的防御。"
1220,tr32,招式记录３２,37,6000,80.0,,"用利牙咬碎对手进行攻击。
有时会降低对手的防御。"
1221,tr33,招式记录３３,37,6000,80.0,,"投掷一团黑影进行攻击。
有时会降低对手的特防。"
1222,tr34,招式记录３４,37,6000,120.0,,"在使用招式２回合后，
向对手发送一团念力进行攻击。"
1223,tr35,招式记录３５,37,6000,90.0,,"在３回合内
用骚乱攻击对手。
在此期间谁都不能入眠。"
1224,tr36,招式记录３６,37,10000,95.0,,"将炎热的气息
吹向对手进行攻击。
有时会让对手陷入灼伤状态。"
1225,tr37,招式记录３７,37,4000,10.0,,"使对手愤怒。
在３回合内让对手只能使出
给予伤害的招式。"
1226,tr38,招式记录３８,37,4000,10.0,,"抓住对手的空隙，
交换自己和对手的持有物。"
1227,tr39,招式记录３９,37,16000,120.0,,"发挥惊人的力量攻击对手。
自己的攻击和防御会降低。"
1228,tr40,招式记录４０,37,2000,10.0,,"利用超能力互换
自己和对手的特性。"
1229,tr41,招式记录４１,37,6000,85.0,,"攻击对手后，
有时会使其陷入灼伤状态。
也容易击中要害。"
1230,tr42,招式记录４２,37,10000,90.0,,"给予对手又吵又响的
巨大震动进行攻击。"
1231,tr43,招式记录４３,37,16000,130.0,,"使出全部力量攻击对手。
使用之后会因为反作用力，
自己的特攻大幅降低。"
1232,tr44,招式记录４４,37,4000,10.0,,"汲取宇宙中神秘的力量，
从而提高自己的防御和特防。"
1233,tr45,招式记录４５,37,10000,90.0,,"向对手喷射浑浊的水进行攻击。
有时会降低对手的命中率。"
1234,tr46,招式记录４６,37,4000,10.0,,"将皮肤变得坚硬如铁，
从而大幅提高自己的防御。"
1235,tr47,招式记录４７,37,6000,80.0,,"用尖锐的巨爪
劈开对手进行攻击。"
1236,tr48,招式记录４８,37,4000,10.0,,"使出全身力气绷紧肌肉，
从而提高自己的攻击和防御。"
1237,tr49,招式记录４９,37,4000,10.0,,"静心凝神，
从而提高自己的特攻和特防。"
1238,tr50,招式记录５０,37,10000,90.0,,"像用剑一般操纵叶片
切斩对手进行攻击。
容易击中要害。"
1239,tr51,招式记录５１,37,4000,10.0,,"激烈地跳起神秘且
强有力的舞蹈。
从而提高自己的攻击和速度。"
1240,tr52,招式记录５２,37,6000,10.0,,"让身体高速旋转并撞击对手。
速度比对手越慢，威力越大。"
1241,tr53,招式记录５３,37,16000,120.0,,"放弃守护，向对手的怀里突击。
自己的防御和特防会降低。"
1242,tr54,招式记录５４,37,4000,10.0,,"在对手的脚下撒毒菱。
使对手替换出场的宝可梦中毒。"
1243,tr55,招式记录５５,37,16000,120.0,,"让火焰覆盖全身猛撞向对手。
自己也会受到不小的伤害。
有时会让对手陷入灼伤状态。"
1244,tr56,招式记录５６,37,6000,80.0,,"从体内产生出波导之力，
然后向对手发出。
攻击必定会命中。"
1245,tr57,招式记录５７,37,6000,80.0,,"用带毒的触手或手臂
刺入对手。
有时会让对手陷入中毒状态。"
1246,tr58,招式记录５８,37,6000,80.0,,"从体内发出
充满恶意的恐怖气场。
有时会使对手畏缩。"
1247,tr59,招式记录５９,37,6000,80.0,,"将外壳坚硬的大种子，
从上方砸下攻击对手。"
1248,tr60,招式记录６０,37,6000,80.0,,"将镰刀或爪子像剪刀般地交叉，
顺势劈开对手。"
1249,tr61,招式记录６１,37,10000,90.0,,"利用振动发出音波进行攻击。
有时会降低对手的特防。"
1250,tr62,招式记录６２,37,6000,85.0,,"从大大的口中
掀起冲击波攻击对手。"
1251,tr63,招式记录６３,37,6000,80.0,,"发射如宝石般闪耀的光芒
攻击对手。"
1252,tr64,招式记录６４,37,16000,120.0,,"提高气势，
释放出全部力量。
有时会降低对手的特防。"
1253,tr65,招式记录６５,37,10000,90.0,,"发射从自然收集的生命力量。
有时会降低对手的特防。"
1254,tr66,招式记录６６,37,16000,120.0,,"收拢翅膀，
通过低空飞行突击对手。
自己也会受到不小的伤害。"
1255,tr67,招式记录６７,37,10000,90.0,,"向对手脚下释放出大地之力。
有时会降低对手的特防。"
1256,tr68,招式记录６８,37,4000,10.0,,"谋划诡计，激活头脑。
大幅提高自己的特攻。"
1257,tr69,招式记录６９,37,6000,80.0,,"将思念的力量
集中在前额进行攻击。
有时会使对手畏缩。"
1258,tr70,招式记录７０,37,10000,80.0,,"将身体的光芒聚集在一点
释放出去。
有时会降低对手的特防。"
1259,tr71,招式记录７１,37,16000,130.0,,"用尖尖的叶片向对手卷起风暴。
使用之后因为反作用力
自己的特攻会大幅降低。"
1260,tr72,招式记录７２,37,16000,120.0,,"激烈地挥舞青藤或触手
摔打对手进行攻击。"
1261,tr73,招式记录７３,37,16000,120.0,,"用肮脏的垃圾
撞向对手进行攻击。
有时会让对手陷入中毒状态。"
1262,tr74,招式记录７４,37,10000,80.0,,"用钢铁般坚硬的头部进行攻击。
有时会使对手畏缩。"
1263,tr75,招式记录７５,37,16000,100.0,,"用尖尖的岩石
刺入对手进行攻击。
容易击中要害。"
1264,tr76,招式记录７６,37,6000,10.0,,"将无数岩石悬浮在对手的周围，
从而对替换出场的
对手的宝可梦给予伤害。"
1265,tr77,招式记录７７,37,6000,10.0,,"用草缠住并绊倒对手。
对手越重，威力越大。"
1266,tr78,招式记录７８,37,10000,95.0,,"用污泥波攻击
自己周围所有的宝可梦。
有时会陷入中毒状态。"
1267,tr79,招式记录７９,37,6000,10.0,,"用沉重的身体撞向对手进行攻击。
自己比对手越重，威力越大。"
1268,tr80,招式记录８０,37,6000,10.0,,"用电气团撞向对手。
自己比对手速度越快，威力越大。"
1269,tr81,招式记录８１,37,6000,95.0,,"利用对手的力量进行攻击。
正和自己战斗的对手，
其攻击越高，伤害越大。"
1270,tr82,招式记录８２,37,4000,20.0,,"用蓄积起来的力量攻击对手。
自己的能力提高得越多，威力就越大。"
1271,tr83,招式记录８３,37,4000,10.0,,"用神奇的力量瞬间移动，
互换自己和同伴所在的位置。"
1272,tr84,招式记录８４,37,6000,80.0,,"向对手喷射煮得翻滚的开水进行攻击。
有时会让对手陷入灼伤状态。"
1273,tr85,招式记录８５,37,2000,10.0,,"激励自己，
从而提高攻击和特攻。"
1274,tr86,招式记录８６,37,10000,90.0,,"让电流覆盖全身，
撞向对手进行攻击。
自己也会受到少许伤害。"
1275,tr87,招式记录８７,37,6000,80.0,,"像钢钻一样，
一边旋转身体一边撞击对手。
容易击中要害。"
1276,tr88,招式记录８８,37,6000,10.0,,"用燃烧的身体
撞向对手进行攻击。
自己比对手越重，威力越大。"
1277,tr89,招式记录８９,37,16000,110.0,,"用强烈的风
席卷对手进行攻击。
有时会使对手混乱。"
1278,tr90,招式记录９０,37,10000,90.0,,"与对手嬉闹并攻击。
有时会降低对手的攻击。"
1279,tr91,招式记录９１,37,4000,10.0,,"将特殊的毒液泼向对手。
对处于中毒状态的对手，
其攻击、特攻和速度都会降低。"
